match_id,inning,batting_team,bowling_team,over,ball,batter,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,wicket_type,player_dismissed,ball_speed
1,1,PBKS,CSK,7,3,Tail 1,Arshdeep Singh,Ravindra Jadeja,2,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,7,4,Arshdeep Singh,Tail 1,Ravindra Jadeja,1,1,1,0,0,0,,,0.0
1,1,PBKS,CSK,7,5,Arshdeep Singh,Tail 1,Ravindra Jadeja,2,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,7,6,Tail 1,Arshdeep Singh,Ravindra Jadeja,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,8,1,Arshdeep Singh,Tail 1,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,8,2,Tail 1,Arshdeep Singh,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,8,3,Arshdeep Singh,Tail 1,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,8,4,Arshdeep Singh,Tail 1,MS Dhoni,6,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,8,5,Tail 1,Arshdeep Singh,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,8,6,Arshdeep Singh,Tail 1,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,9,1,Arshdeep Singh,Tail 1,Op Bowler 1,6,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,9,2,Tail 1,Arshdeep Singh,Op Bowler 1,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,9,3,Tail 1,Arshdeep Singh,Op Bowler 1,2,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,9,4,Arshdeep Singh,Tail 1,Op Bowler 1,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,9,5,Arshdeep Singh,Tail 1,Op Bowler 1,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,9,6,Arshdeep Singh,Tail 1,Op Bowler 1,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,10,1,Arshdeep Singh,Tail 1,Ravindra Jadeja,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,10,2,Tail 1,Arshdeep Singh,Ravindra Jadeja,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,10,3,Arshdeep Singh,Tail 1,Ravindra Jadeja,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,10,4,Tail 2,Tail 1,Ravindra Jadeja,0,0,0,0,0,0,caught,Arshdeep Singh,0.0
1,1,PBKS,CSK,10,5,Tail 1,Tail 2,Ravindra Jadeja,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,10,6,Tail 2,Tail 1,Ravindra Jadeja,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,11,1,Tail 1,Tail 2,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,11,2,Tail 2,Tail 1,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,11,3,Tail 2,Tail 1,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,11,4,Tail 1,Tail 2,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,11,5,Tail 2,Tail 1,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,11,6,Tail 1,Tail 2,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,12,1,Tail 1,Tail 2,Op Bowler 1,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,12,2,Tail 2,Tail 1,Op Bowler 1,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,12,3,Tail 1,Tail 2,Op Bowler 1,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,12,4,Tail 2,Tail 1,Op Bowler 1,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,12,5,Tail 1,Tail 2,Op Bowler 1,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,12,6,Tail 1,Tail 2,Op Bowler 1,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,13,1,Tail 1,Tail 2,Ravindra Jadeja,2,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,13,2,Tail 2,Tail 1,Ravindra Jadeja,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,13,3,Tail 1,Tail 2,Ravindra Jadeja,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,13,4,Tail 1,Tail 2,Ravindra Jadeja,4,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,13,5,Tail 1,Tail 2,Ravindra Jadeja,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,13,6,Tail 1,Tail 2,Ravindra Jadeja,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,14,1,Tail 2,Tail 1,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,14,2,Tail 2,Tail 1,MS Dhoni,2,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,14,3,Tail 1,Tail 2,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,14,4,Tail 7,Tail 2,MS Dhoni,0,0,0,0,0,0,caught,Tail 1,0.0
1,1,PBKS,CSK,14,5,Tail 7,Tail 2,MS Dhoni,4,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,14,6,Tail 7,Tail 2,MS Dhoni,4,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,15,1,Tail 2,Tail 7,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,15,2,Tail 2,Tail 7,MS Dhoni,6,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,15,3,Tail 2,Tail 7,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,15,4,Tail 2,Tail 7,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,15,5,Tail 2,Tail 7,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,15,6,Tail 2,Tail 7,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,16,1,Tail 2,Tail 7,Sameer Rizvi,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,16,2,Tail 7,Tail 2,Sameer Rizvi,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,16,3,Tail 2,Tail 7,Sameer Rizvi,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,16,4,Tail 7,Tail 2,Sameer Rizvi,1,1,1,0,0,0,,,0.0
1,1,PBKS,CSK,16,5,Tail 2,Tail 7,Sameer Rizvi,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,16,6,Tail 2,Tail 7,Sameer Rizvi,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,17,1,Tail 7,Tail 2,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,17,2,Tail 7,Tail 2,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,17,3,Tail 2,Tail 7,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,17,4,Tail 8,Tail 7,MS Dhoni,0,0,0,0,0,0,caught,Tail 2,0.0
1,1,PBKS,CSK,17,5,Tail 7,Tail 8,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,17,6,Tail 7,Tail 8,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,18,1,Tail 7,Tail 8,Sameer Rizvi,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,18,2,Tail 7,Tail 8,Sameer Rizvi,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,18,3,Tail 8,Tail 7,Sameer Rizvi,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,18,4,Tail 7,Tail 8,Sameer Rizvi,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,18,5,Tail 7,Tail 8,Sameer Rizvi,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,18,6,Tail 8,Tail 7,Sameer Rizvi,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,19,1,Tail 8,Tail 7,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,19,2,Tail 7,Tail 8,MS Dhoni,1,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,19,3,Tail 7,Tail 8,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,19,4,Tail 7,Tail 8,MS Dhoni,0,0,0,0,0,0,,,0.0
1,1,PBKS,CSK,19,5,Tail 7,Tail 8,MS Dhoni,0,1,1,0,0,0,,,0.0
1,1,PBKS,CSK,19,6,Tail 8,Tail 7,MS Dhoni,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,0,1,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,0,2,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,0,3,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,4,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,0,4,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,2,1,1,0,0,0,,,0.0
1,2,CSK,PBKS,0,5,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,2,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,0,6,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,1,1,Ruturaj Gaikwad,Devon Conway,Shardul Thakur,1,0,0,0,0,0,,,129.6
1,2,CSK,PBKS,1,2,Devon Conway,Ruturaj Gaikwad,Shardul Thakur,1,0,0,0,0,0,,,141.6
1,2,CSK,PBKS,1,3,Devon Conway,Ruturaj Gaikwad,Shardul Thakur,6,0,0,0,0,0,,,136.7
1,2,CSK,PBKS,1,4,Ruturaj Gaikwad,Devon Conway,Shardul Thakur,1,0,0,0,0,0,,,133.8
1,2,CSK,PBKS,1,5,Devon Conway,Ruturaj Gaikwad,Shardul Thakur,1,0,0,0,0,0,,,129.5
1,2,CSK,PBKS,1,6,Ruturaj Gaikwad,Devon Conway,Shardul Thakur,1,1,1,0,0,0,,,130.9
1,2,CSK,PBKS,2,1,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,2,2,Ruturaj Gaikwad,Devon Conway,Mitchell Santner,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,2,3,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,2,4,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,2,5,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,2,6,Devon Conway,Ruturaj Gaikwad,Mitchell Santner,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,3,1,Devon Conway,Ruturaj Gaikwad,Shardul Thakur,6,0,0,0,0,0,,,131.0
1,2,CSK,PBKS,3,2,Devon Conway,Ruturaj Gaikwad,Shardul Thakur,4,0,0,0,0,0,,,135.4
1,2,CSK,PBKS,3,3,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,0,0,0,0,0,0,caught,Devon Conway,132.8
1,2,CSK,PBKS,3,4,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,2,0,0,0,0,0,,,132.8
1,2,CSK,PBKS,3,5,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,0,0,0,0,0,0,,,129.4
1,2,CSK,PBKS,3,6,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,6,1,1,0,0,0,,,134.7
1,2,CSK,PBKS,4,1,Shivam Dube,Ruturaj Gaikwad,Mitchell Santner,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,4,2,Shivam Dube,Ruturaj Gaikwad,Mitchell Santner,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,4,3,Shivam Dube,Ruturaj Gaikwad,Mitchell Santner,6,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,4,4,Shivam Dube,Ruturaj Gaikwad,Mitchell Santner,6,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,4,5,Shivam Dube,Ruturaj Gaikwad,Mitchell Santner,6,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,4,6,Shivam Dube,Ruturaj Gaikwad,Mitchell Santner,4,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,5,1,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,0,0,0,0,0,0,,,134.9
1,2,CSK,PBKS,5,2,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,6,0,0,0,0,0,,,129.1
1,2,CSK,PBKS,5,3,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,0,0,0,0,0,0,,,134.4
1,2,CSK,PBKS,5,4,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,0,1,1,0,0,0,,,125.7
1,2,CSK,PBKS,5,5,Shivam Dube,Ruturaj Gaikwad,Shardul Thakur,4,0,0,0,0,0,,,135.3
1,2,CSK,PBKS,5,6,Ruturaj Gaikwad,Shivam Dube,Shardul Thakur,1,0,0,0,0,0,,,130.9
1,2,CSK,PBKS,6,1,Ruturaj Gaikwad,Shivam Dube,Deepak Chahar,4,0,0,0,0,0,,,128.7
1,2,CSK,PBKS,6,2,Shivam Dube,Ruturaj Gaikwad,Deepak Chahar,1,0,0,0,0,0,,,133.5
1,2,CSK,PBKS,6,3,Shivam Dube,Ruturaj Gaikwad,Deepak Chahar,0,0,0,0,0,0,,,133.1
1,2,CSK,PBKS,6,4,Ruturaj Gaikwad,Shivam Dube,Deepak Chahar,1,0,0,0,0,0,,,129.7
1,2,CSK,PBKS,6,5,Shivam Dube,Ruturaj Gaikwad,Deepak Chahar,1,0,0,0,0,0,,,134.3
1,2,CSK,PBKS,6,6,Ruturaj Gaikwad,Shivam Dube,Deepak Chahar,1,0,0,0,0,0,,,131.7
1,2,CSK,PBKS,7,1,Ruturaj Gaikwad,Shivam Dube,Tushar Deshpande,2,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,7,2,Shivam Dube,Ruturaj Gaikwad,Tushar Deshpande,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,7,3,Shivam Dube,Ruturaj Gaikwad,Tushar Deshpande,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,7,4,Shivam Dube,Ruturaj Gaikwad,Tushar Deshpande,4,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,7,5,Ruturaj Gaikwad,Shivam Dube,Tushar Deshpande,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,7,6,Shivam Dube,Ruturaj Gaikwad,Tushar Deshpande,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,8,1,Ruturaj Gaikwad,Shivam Dube,Matheesha Pathirana,1,0,0,0,0,0,,,148.5
1,2,CSK,PBKS,8,2,Ruturaj Gaikwad,Shivam Dube,Matheesha Pathirana,0,0,0,0,0,0,,,144.1
1,2,CSK,PBKS,8,3,Shivam Dube,Ruturaj Gaikwad,Matheesha Pathirana,1,0,0,0,0,0,,,143.1
1,2,CSK,PBKS,8,4,Shivam Dube,Ruturaj Gaikwad,Matheesha Pathirana,0,0,0,0,0,0,,,147.9
1,2,CSK,PBKS,8,5,Ruturaj Gaikwad,Shivam Dube,Matheesha Pathirana,1,0,0,0,0,0,,,149.9
1,2,CSK,PBKS,8,6,Ruturaj Gaikwad,Shivam Dube,Matheesha Pathirana,0,0,0,0,0,0,,,143.4
1,2,CSK,PBKS,9,1,Shivam Dube,Ruturaj Gaikwad,Deepak Chahar,1,0,0,0,0,0,,,129.0
1,2,CSK,PBKS,9,2,Shivam Dube,Ruturaj Gaikwad,Deepak Chahar,6,0,0,0,0,0,,,133.8
1,2,CSK,PBKS,9,3,Shivam Dube,Ruturaj Gaikwad,Deepak Chahar,6,0,0,0,0,0,,,133.8
1,2,CSK,PBKS,9,4,Ruturaj Gaikwad,Shivam Dube,Deepak Chahar,1,0,0,0,0,0,,,129.4
1,2,CSK,PBKS,9,5,Ruturaj Gaikwad,Shivam Dube,Deepak Chahar,6,0,0,0,0,0,,,135.4
1,2,CSK,PBKS,9,6,Ruturaj Gaikwad,Shivam Dube,Deepak Chahar,4,0,0,0,0,0,,,134.8
1,2,CSK,PBKS,10,1,Rachin Ravindra,Shivam Dube,Tushar Deshpande,0,0,0,0,0,0,lbw,Ruturaj Gaikwad,0.0
1,2,CSK,PBKS,10,2,Rachin Ravindra,Shivam Dube,Tushar Deshpande,2,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,10,3,Rachin Ravindra,Shivam Dube,Tushar Deshpande,4,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,10,4,Rachin Ravindra,Shivam Dube,Tushar Deshpande,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,10,5,Rachin Ravindra,Shivam Dube,Tushar Deshpande,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,10,6,Shivam Dube,Rachin Ravindra,Tushar Deshpande,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,11,1,Shivam Dube,Rachin Ravindra,Matheesha Pathirana,0,0,0,0,0,0,,,142.8
1,2,CSK,PBKS,11,2,Shivam Dube,Rachin Ravindra,Matheesha Pathirana,0,0,0,0,0,0,,,142.0
1,2,CSK,PBKS,11,3,Rachin Ravindra,Shivam Dube,Matheesha Pathirana,1,0,0,0,0,0,,,145.4
1,2,CSK,PBKS,11,4,Shivam Dube,Rachin Ravindra,Matheesha Pathirana,1,0,0,0,0,0,,,146.6
1,2,CSK,PBKS,11,5,Rachin Ravindra,Shivam Dube,Matheesha Pathirana,1,0,0,0,0,0,,,147.2
1,2,CSK,PBKS,11,6,Shivam Dube,Rachin Ravindra,Matheesha Pathirana,1,0,0,0,0,0,,,144.1
1,2,CSK,PBKS,12,1,Shivam Dube,Rachin Ravindra,Deepak Chahar,4,0,0,0,0,0,,,138.7
1,2,CSK,PBKS,12,2,Ravindra Jadeja,Rachin Ravindra,Deepak Chahar,0,0,0,0,0,0,caught,Shivam Dube,132.5
1,2,CSK,PBKS,12,3,Ravindra Jadeja,Rachin Ravindra,Deepak Chahar,0,0,0,0,0,0,,,131.9
1,2,CSK,PBKS,12,4,Rachin Ravindra,Ravindra Jadeja,Deepak Chahar,1,0,0,0,0,0,,,134.7
1,2,CSK,PBKS,12,5,Ravindra Jadeja,Rachin Ravindra,Deepak Chahar,1,0,0,0,0,0,,,135.3
1,2,CSK,PBKS,12,6,Ravindra Jadeja,Rachin Ravindra,Deepak Chahar,4,0,0,0,0,0,,,132.9
1,2,CSK,PBKS,13,1,Rachin Ravindra,Ravindra Jadeja,Tushar Deshpande,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,13,2,Rachin Ravindra,Ravindra Jadeja,Tushar Deshpande,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,13,3,Rachin Ravindra,Ravindra Jadeja,Tushar Deshpande,4,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,13,4,Ravindra Jadeja,Rachin Ravindra,Tushar Deshpande,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,13,5,Ravindra Jadeja,Rachin Ravindra,Tushar Deshpande,2,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,13,6,Ravindra Jadeja,Rachin Ravindra,Tushar Deshpande,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,14,1,MS Dhoni,Rachin Ravindra,Matheesha Pathirana,0,0,0,0,0,0,lbw,Ravindra Jadeja,143.2
1,2,CSK,PBKS,14,2,Rachin Ravindra,MS Dhoni,Matheesha Pathirana,1,0,0,0,0,0,,,138.7
1,2,CSK,PBKS,14,3,MS Dhoni,Rachin Ravindra,Matheesha Pathirana,1,0,0,0,0,0,,,138.3
1,2,CSK,PBKS,14,4,MS Dhoni,Rachin Ravindra,Matheesha Pathirana,0,0,0,0,0,0,,,137.7
1,2,CSK,PBKS,14,5,Rachin Ravindra,MS Dhoni,Matheesha Pathirana,1,0,0,0,0,0,,,140.3
1,2,CSK,PBKS,14,6,MS Dhoni,Rachin Ravindra,Matheesha Pathirana,1,0,0,0,0,0,,,144.1
1,2,CSK,PBKS,15,1,MS Dhoni,Rachin Ravindra,Maheesh Theekshana,0,1,1,0,0,0,,,0.0
1,2,CSK,PBKS,15,2,Sameer Rizvi,Rachin Ravindra,Maheesh Theekshana,0,0,0,0,0,0,caught,MS Dhoni,0.0
1,2,CSK,PBKS,15,3,Rachin Ravindra,Sameer Rizvi,Maheesh Theekshana,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,15,4,Sameer Rizvi,Rachin Ravindra,Maheesh Theekshana,1,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,15,5,Sameer Rizvi,Rachin Ravindra,Maheesh Theekshana,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,15,6,Tail 7,Rachin Ravindra,Maheesh Theekshana,0,0,0,0,0,0,lbw,Sameer Rizvi,0.0
1,2,CSK,PBKS,16,1,Tail 8,Rachin Ravindra,Mukesh Choudhary,0,0,0,0,0,0,caught,Tail 7,0.0
1,2,CSK,PBKS,16,2,Tail 8,Rachin Ravindra,Mukesh Choudhary,2,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,16,3,Tail 8,Rachin Ravindra,Mukesh Choudhary,2,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,16,4,Tail 8,Rachin Ravindra,Mukesh Choudhary,0,0,0,0,0,0,,,0.0
1,2,CSK,PBKS,16,5,Tail 9,Rachin Ravindra,Mukesh Choudhary,0,0,0,0,0,0,caught,Tail 8,0.0
